School Name,BoroughCode,Geographical District,Project Description,Construction Award,Project type,Building ID,Building Address,City,Postcode,Borough,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location 1,Data As Of
P.S. 255 - BROOKLYN,K,22,ROOFS/PARAPETS/WINDOWS/EXTERIOR MASONRY,13817000,CIP,K255,1866 EAST 17 STREET,Brooklyn,11229,BROOKLYN,40.604349,-73.955528,315,48,558,3184034,3068210123,Madison,"(40.604349, -73.955528)",11/01/2019
PATHWAYS IN TECHNOLOGY EARLY C,K,17,ELECTRICAL WORK FOR A/C INITIATIVE,269000,CIP,K625,150 ALBANY AVENUE,Brooklyn,11213,BROOKLYN,40.675612,-73.938843,308,36,311,3030553,3012160046,Crown Heights North,"(40.675612, -73.938843)",11/01/2019
P.S. 209 - BROOKLYN,K,21,LSP VACUUM CONDENSATE PUMP AND STEAM TRAPS,178890,CIP,K209,2609 EAST 7TH ST,Brooklyn,11235,BROOKLYN,40.586845,-73.96198,313,48,370,3196224,3072440001,Brighton Beach,"(40.586845, -73.96198)",11/01/2019
P.S. 196 ADDITION,Q,28,Addition,34522000,CAP,Q196,71-25 113 STREET,Queens,11375,QUEENS,40.722782,-73.837946,406,29,75702,4052713,4022480100,Forest Hills,"(40.722782, -73.837946)",11/01/2019
P.S. @ 357 TARGEE STREET - STATEN ISLAND,R,31,New,77780000,CAP,R070,357 TARGEE STREET,Staten Is,10304,STATEN IS,40.618679,-74.084846,501,49,29,5106908,5006350001,Stapleton-Rosebank,"(40.618679, -74.084846)",11/01/2019
P.S. 22 - QUEENS,Q,25,FY18 RESO A PLAYGROUND UPGRADE,784000,CIP,Q022,153-33 SANFORD AVENUE,Queens,11355,QUEENS,40.761249,-73.811808,407,20,1167,4438184,4053280001,Murray Hill,"(40.761249, -73.811808)",11/01/2019
K053 SPED - BROOKLYN,K,32,IPDVS CAMERA INSTALLATION,504000,CIP,K296,125 COVERT STREET,Brooklyn,11207,BROOKLYN,40.688387,-73.910276,304,37,413,3079027,3034160001,Bushwick South,"(40.688387, -73.910276)",11/01/2019
I.S. 285 - BROOKLYN,K,18,ELECTRICAL WORK FOR A/C INITIATIVE/LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,248000,CIP,K285,5905 BEVERLY ROAD,Brooklyn,11203,BROOKLYN,40.646877,-73.921006,317,45,936,3104599,3047440001,Rugby-Remsen Village,"(40.646877, -73.921006)",11/01/2019
P.S. 303 - QUEENS,Q,28,Addition,65987000,CAP,Q003,68-60 110TH STREET,Queens,11375,QUEENS,40.7261,-73.843502,406,29,739,4000000,4022180021,Forest Hills,"(40.7261, -73.843502)",11/01/2019
P.S. 42 - QUEENS,Q,27,FY19 RESO A AUDITORIUM UPGRADE,46000,CIP,Q042,488 BEACH 66 STREET,Queens,11692,QUEENS,40.594538,-73.795304,414,31,964,4302817,4160390014,Hammels-Arverne-Edgemere,"(40.594538, -73.795304)",11/01/2019
HS OF COMPUTERS & TECHNOLOGY -,X,11,ELECTRICAL WORK FOR A/C INITIATIVE,297415,CIP,X425,800 EAST GUN HILL ROAD,Bronx,10467,BRONX,40.875953,-73.86197,212,12,372,2057045,2046330040,Williamsbridge-Olinville,"(40.875953, -73.86197)",11/01/2019
P.S. 132 - BROOKLYN,K,14,STANDALONE GYM ANNEX,7835000,CIP,K745,320 MANHATTAN AVENUE,Brooklyn,11211,BROOKLYN,40.71466,-73.946108,301,34,497,3068728,3027590001,East Williamsburg,"(40.71466, -73.946108)",11/01/2019
THE URBAN ASSEMBLY SCHOOL FOR,M,5,FACADE/PAVED AREAS CONCRETE,9170000,CIP,M501,2005 MADISON AVENUE,Manhattan,10035,MANHATTAN,40.807383,-73.939433,111,9,206,1054156,1017520022,Central Harlem North-Polo Grounds,"(40.807383, -73.939433)",11/01/2019
"QNS HS OF TEACH., LIB. ARTS&SC",Q,26,LSP-GYMNASIUM BLEACHERS REPLACEMENT,75777,CIP,Q566,74-20 COMMONWEALTH BLVD,Queens,11426,QUEENS,40.746088,-73.727535,413,23,1567,4529899,4078700072,Bellerose,"(40.746088, -73.727535)",11/01/2019
I.S. 101 - BRONX,X,8,WINDOW SILL ISSUE/ROOFS,6343038,CIP,X101,2750 LAFAYETTE AVENUE,Bronx,10465,BRONX,40.827471,-73.829753,210,13,152,2080231,2055470001,Schuylerville-Throgs Neck-Edgewater Park,"(40.827471, -73.829753)",11/01/2019
JOHN BOWNE HS - QUEENS,Q,25,EXTERIOR MASONRY/ROOFS,6600000,CIP,Q425,63-25 MAIN STREET,Queens,11367,QUEENS,40.738139,-73.824944,408,24,809,4439900,4065070001,Kew Gardens Hills,"(40.738139, -73.824944)",11/01/2019
P.S. 151 - MANHATTAN,M,2,FY16 RESO A ROOFTOP PLAYGROUND,2526000,CIP,M066,421 EAST 88 STREET,Manhattan,10128,MANHATTAN,40.777911,-73.947757,108,5,14402,1050618,1015680008,Yorkville,"(40.777911, -73.947757)",11/01/2019
K396 SPED - BROOKLYN,K,23,FY15 RESO A IPDVS CAMERA INSTALLATION,379180,CIP,K396,110 CHESTER STREET,Brooklyn,11212,BROOKLYN,40.668856,-73.911499,316,41,924,3081032,3035200008,Brownsville,"(40.668856, -73.911499)",11/01/2019
P.S. 333 - MANHATTAN,M,3,FY18 RESO A AUDITORIUM  UPGRADE,480000,CIP,M118,154 WEST 93 STREET,Manhattan,10025,MANHATTAN,40.791709,-73.970802,107,6,177,1032522,1012230005,Upper West Side,"(40.791709, -73.970802)",11/01/2019
P.S. 105 - BROOKLYN,K,20,LSP REPLACEMENT CAFETERIA FLOOR,73080,CIP,K105,1031 59 STREET,Brooklyn,11219,BROOKLYN,40.632936,-74.00374,312,38,214,3140612,3057020001,Borough Park,"(40.632936, -74.00374)",11/01/2019
H.S. 745 - BROOKLYN,K,17,IPDVS CAMERA INSTALLATION,875000,CIP,K470,600 KINGSTON AVENUE,Brooklyn,11203,BROOKLYN,40.658893,-73.942458,309,40,810,3107227,3048110001,Prospect Lefferts Gardens-Wingate,"(40.658893, -73.942458)",11/01/2019
THE BROOKLYN SCHOOL FOR SOCIAL,K,32,EXTERIOR MASONRY/PARAPETS/ROOFS,20195000,CIP,K480,400 IRVING AVENUE,Brooklyn,11237,BROOKLYN,40.697185,-73.91117,304,37,435,3076908,3033650098,Bushwick North,"(40.697185, -73.91117)",11/01/2019
P.S. 254 ADDITION,K,22,Addition,45722000,CAP,K254,1801 AVENUE Y,Brooklyn,11235,BROOKLYN,40.590423,-73.951753,315,48,592,3203132,3074200026,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,"(40.590423, -73.951753)",11/01/2019
P.S. 28 - MANHATTAN,M,6,PLANYC BOILER CONVERSION/PLANYC CLIMATE CONTROL/WATER SERVICE UPGRADE,6592000,CIP,M028,475 WEST 155 STREET,Manhattan,10032,MANHATTAN,40.831227,-73.942143,112,7,239,1076739,1021070026,Washington Heights South,"(40.831227, -73.942143)",11/01/2019
P.S. 158 - BROOKLYN,K,19,FLOOD ELIMINATION/PARAPETS/WINDOWS/PAVED AREAS-CONCRETE/EXTERIOR MASONRY/ROOFS,18237000,CIP,K158,400 ASHFORD STREET,Brooklyn,11207,BROOKLYN,40.672579,-73.884803,305,37,1150,3089176,3040150001,East New York,"(40.672579, -73.884803)",11/01/2019
P.S. / I.S. 498 - BRONX,X,11,FY18 RESO A AUDITORIUM UPGRADE,50000,CIP,X498,1640 BRONXDALE AVE,Bronx,10462,BRONX,40.84473,-73.858207,211,13,244,2116414,2040910001,Van Nest-Morris Park-Westchester Square,"(40.84473, -73.858207)",11/01/2019
P.S. 193 - BROOKLYN,K,22,FY19 RESO A LIBRARY UPGRADE,422144,CIP,K193,2515 AVENUE L,Brooklyn,11210,BROOKLYN,40.621507,-73.950473,314,45,754,3208461,3076250001,Midwood,"(40.621507, -73.950473)",11/01/2019
P.S. 165 - MANHATTAN,M,3,ELECTRICAL WORK FOR A/C INITIATIVE/LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,217400,CIP,M165,234 WEST 109 STREET,Manhattan,10025,MANHATTAN,40.802917,-73.965613,107,7,195,1056676,1018800013,Morningside Heights,"(40.802917, -73.965613)",11/01/2019
P.S. 183 - QUEENS,Q,27,ELECTRICAL WORK FOR A/C INITIATIVE,297000,CIP,Q183,2-45 BEACH 79 STREET,Queens,11693,QUEENS,40.589508,-73.805361,414,31,94202,4303354,4161120001,Hammels-Arverne-Edgemere,"(40.589508, -73.805361)",11/01/2019
P.S. 18 - BROOKLYN,K,14,STANDALONE GYM ANNEX,7246400,CIP,K673,101 MAUJER STREET,Brooklyn,11206,BROOKLYN,40.710609,-73.946977,301,34,503,3000000,3027870001,East Williamsburg,"(40.710609, -73.946977)",11/01/2019
ESSEX STREET ACADEMY - MANHATT,M,2,FY17 RESO A BOYS LOCKER ROOM UPGRADE,732000,CIP,M445,350 GRAND STREET,Manhattan,10002,MANHATTAN,40.717349,-73.989596,103,1,18,1005283,1004080030,Chinatown,"(40.717349, -73.989596)",11/01/2019
P.S. 40 - BROOKLYN,K,16,FY16 RESO A ROOFS,3197000,CIP,K040,265 RALPH AVENUE,Brooklyn,11233,BROOKLYN,40.680463,-73.922264,303,41,379,3041214,3015180001,Stuyvesant Heights,"(40.680463, -73.922264)",11/01/2019
P.S. 246 - BRONX,X,10,ELEVATOR REPLACEMENT/EXTERIOR MASONRY/FLOOD ELIMINATION/PARAPETS/ROOFS/RETAINING WALL,11448000,CIP,X843,2641 GRAND CONCOURSE,Bronx,10468,BRONX,40.865593,-73.894758,207,14,401,2013830,2031680027,Bedford Park-Fordham North,"(40.865593, -73.894758)",11/01/2019
P.S. 312 - BROOKLYN,K,22,FY19 RESO A AUDITORIUM UPGRADE,140000,CIP,K312,7103 AVENUE T,Brooklyn,11234,BROOKLYN,40.621413,-73.908987,318,46,69602,3236665,3083930001,Georgetown-Marine Park-Bergen Beach-Mill Basin,"(40.621413, -73.908987)",11/01/2019
P.S. 71 - QUEENS,Q,24,PARAPETS/EXTERIOR MASONRY/ROOFS,7700000,CIP,Q071,62-85 FOREST AVENUE,Queens,11385,QUEENS,40.711203,-73.905286,405,30,595,4083519,4034920007,Ridgewood,"(40.711203, -73.905286)",11/01/2019
P.S. 132 - QUEENS,Q,29,EXTERIOR MASONRY/ROOFS/PARAPETS/FLOOD ELIMINATION,4714000,CIP,Q132,132-15 218 STREET,Queens,11413,QUEENS,40.682114,-73.74992,413,31,626,4278380,4129270028,Laurelton,"(40.682114, -73.74992)",11/01/2019
CONCOURSE VILLAGE ELEMENTARY S,X,7,ROOFS/PARAPETS/EXTERIOR MASONRY,10424000,CIP,X156,750 CONCOURSE VILLAGE WEST,Bronx,10451,BRONX,40.823174,-73.923326,204,17,61,2002454,2024430079,East Concourse-Concourse Village,"(40.823174, -73.923326)",11/01/2019
PORT RICHMOND HS - R,R,31,ATHLETIC FIELD,15621000,CIP,R446,39 INNIS STREET,Staten Island,10302,STATEN IS,40.633704,-74.142364,501,49,213,5026076,5011210001,Port Richmond,"(40.633704, -74.142364)",11/01/2019
P.S. 14 - QUEENS,Q,24,ELECTRICAL WORK FOR A/C INITIATIVE,317000,CIP,Q014,107-01 OTIS AVENUE,Queens,11368,QUEENS,40.74056,-73.854131,404,21,439,4437311,4019540037,Corona,"(40.74056, -73.854131)",11/01/2019
I.S. 34 - STATEN ISLAND,R,31,FY18 RESO A ROOM CONVERSIONS/PARTITIONING,448358,CIP,R034,528 ACADEMY AVE,Staten Island,10307,STATEN IS,40.508284,-74.243428,503,51,24401,5088090,5078940001,Charleston-Richmond Valley-Tottenville,"(40.508284, -74.243428)",11/01/2019
P.S. 222 - QUEENS,Q,30,UPE- INTERIOR CONVERSION/ENCLOSED ROOFTOP PLAYGROUND,4054549,CIP,Q222,86-15 37TH AVENUE,Queens,11372,QUEENS,40.750172,-73.880363,403,25,279,4035854,4014600034,Jackson Heights,"(40.750172, -73.880363)",11/01/2019
P.S. 29 - BRONX,X,7,FY18 RESO A AUDITORIUM  UPGRADE,688000,CIP,X029,758 COURTLANDT AVENUE,Bronx,10451,BRONX,40.821515,-73.917279,201,17,69,2001736,2024030001,Melrose South-Mott Haven North,"(40.821515, -73.917279)",11/01/2019
P.S. 75 - BRONX,X,8,FY19 RESO A SUPPLEMENTAL COOLING,577000,CIP,X075,984 FAILE STREET,Bronx,10459,BRONX,40.822719,-73.889435,202,17,119,2006079,2027470001,Hunts Point,"(40.822719, -73.889435)",11/01/2019
BROOKLYN ENVIRONMENTAL EXPLORA,K,23,LSP FY19 RESO A AUDITORIUM UPGRADE,68800,CIP,K073,251 MACDOUGAL STREET,Brooklyn,11233,BROOKLYN,40.680318,-73.910644,316,37,369,3041561,3015280001,Ocean Hill,"(40.680318, -73.910644)",11/01/2019
MILLENIUM ART ACADEMY - BRONX,X,8,LSP CEILING REPLACEMENT,76000,CIP,X450,1980 LAFAYETTE AVENUE,Bronx,10473,BRONX,40.82229,-73.856167,209,18,16,2022205,2036040039,Soundview-Castle Hill-Clason Point-Harding Park,"(40.82229, -73.856167)",11/01/2019
P.S. 219 - BROOKLYN,K,18,BOILER REPLACEMENT,3256000,CIP,K860,9517 KINGS HIGHWAY,Brooklyn,11212,BROOKLYN,40.65911,-73.920368,317,41,886,3101218,3046500015,Rugby-Remsen Village,"(40.65911, -73.920368)",11/01/2019
P.S. 36 - QUEENS,Q,29,PLANYC CLIMATE CONTROL/PLANYC BOILER CONVERSION,5060300,CIP,Q036,187-01 FOCH BLVD,Queens,11412,QUEENS,40.690828,-73.763907,412,27,366,4268900,4124390032,St. Albans,"(40.690828, -73.763907)",11/01/2019
P.S. 7 - QUEENS,Q,24,CLIMATE CONTROL/LOW VOLTAGE ELECTRICAL SYSTEM,9975000,CIP,Q007,80-55 CORNISH AVENUE,Queens,11373,QUEENS,40.739115,-73.882487,404,25,485,4467710,4015380075,Elmhurst-Maspeth,"(40.739115, -73.882487)",11/01/2019
P.S. 078 - STATEN ISLAND,R,31,FY18 RESO A AUDITORIUM  UPGRADE,219000,CIP,R014,100 TOMPKINS AVENUE,Staten Island,10304,STATEN IS,40.622455,-74.078508,501,49,29,5014176,5005450110,Stapleton-Rosebank,"(40.622455, -74.078508)",11/01/2019
P.S. 85 - BRONX,X,10,ELECTRICAL WORK FOR A/C INITIATIVE,196496.05,CIP,X085,2400 MARION AVENUE,Bronx,10458,BRONX,40.858831,-73.895167,205,15,38302,2011054,2030240021,Fordham South,"(40.858831, -73.895167)",11/01/2019
NORTH BRONX SCHOOL OF EMPOWERM,X,11,FY16 RESO A MUSIC ROOM UPGRADE,379900,CIP,X113,3710 BARNES AVENUE,Bronx,10467,BRONX,40.880873,-73.860904,212,12,390,2058396,2046750020,Williamsbridge-Olinville,"(40.880873, -73.860904)",11/01/2019
P.S. 112 - QUEENS,Q,30,FY19 RESO A GYMNASIUM UPGRADE,217676,CIP,Q112,25-05 37 AVENUE,Queens,11101,QUEENS,40.756891,-73.934523,401,26,33,4004170,4003440001,Queensbridge-Ravenswood-Long Island City,"(40.756891, -73.934523)",11/01/2019
P.S. 132 - MANHATTAN,M,6,ELECTRICAL WORK FOR A/C INITIATIVE,57415,CIP,M132,185 WADSWORTH AVENUE,Manhattan,10033,MANHATTAN,40.850626,-73.934377,112,10,271,1063947,1021650026,Washington Heights North,"(40.850626, -73.934377)",11/01/2019
NEWCOMERS HIGH SCHOOL - Q,Q,30,RPZ VALVES,389000,CIP,Q450,28-01 41ST AVENUE,Queens,11101,QUEENS,40.751356,-73.937445,401,26,33,4004874,4004040001,Queensbridge-Ravenswood-Long Island City,"(40.751356, -73.937445)",11/01/2019
Q075 SPED - QUEENS,Q,28,EXTERIOR MASONRY/ROOFS,4810000,CIP,Q048,155-02 108 AVENUE,Queens,11433,QUEENS,40.694119,-73.797003,412,28,254,4216099,4101440042,South Jamaica,"(40.694119, -73.797003)",11/01/2019
JOHN ADAMS HS - QUEENS,Q,27,EXTERIOR MASONRY/ROOFS/PARAPETS/WINDOWS/FLOOD ELIMINATION,23280000,CIP,Q480,102-10 ROCKAWAY BOULEVARD,Queens,11417,QUEENS,40.679487,-73.836476,410,32,864,4202849,4095400002,South Ozone Park,"(40.679487, -73.836476)",11/01/2019
J.H.S. 216 - QUEENS,Q,26,PLANYC BOILER CONVERSION/PLANYC CLIMATE CONTROL,6000761,CIP,Q216,64-20 175 STREET,Queens,11365,QUEENS,40.737517,-73.794031,408,24,1341,4149078,4069030001,Fresh Meadows-Utopia,"(40.737517, -73.794031)",11/01/2019
I.S. 51 - STATEN ISLAND,R,31,FY15 RESO A SCHOOL YARD RENOVATION,1869000,CIP,R051,20 HOUSTON STREET,Staten Island,10302,STATEN IS,40.622585,-74.14488,501,50,251,,,Port Richmond,"(40.622585, -74.14488)",11/01/2019
P.S. 108 - QUEENS,Q,27,FLOOD ELIMINATION/ROOFS/EXTERIOR MASONRY/WINDOWS/PARAPETS,23224031,CIP,Q108,108-10 109 AVENUE,Queens,11420,QUEENS,40.679584,-73.831547,410,28,96,4247572,4114750011,South Ozone Park,"(40.679584, -73.831547)",11/01/2019
P.S. 382 - BRONX,X,10,DAMAGE STONE/PARAPETS/ROOFS/WINDOWS,17739000,CIP,X079,125 EAST 181 STREET,Bronx,10453,BRONX,40.854872,-73.903458,205,14,23704,2013849,2031700001,Fordham South,"(40.854872, -73.903458)",11/01/2019
P.S. 164 - BROOKLYN,K,20,EXTERIOR MASONRY/ROOFS/CLIMATE CONTROL/PARAPETS,6597000,CIP,K164,4211 14TH AVENUE,Brooklyn,11219,BROOKLYN,40.637486,-73.985955,312,44,232,3135976,3056000001,Borough Park,"(40.637486, -73.985955)",11/01/2019
DISTRICT 27 PRE-K CENTER @ 160-06 CROSS BAY BOULEVARD - QUEENS,Q,27,Demo,325600,CAP,Q486,160-06 CROSS BAY BOULEVARD,Queens,11414,QUEENS,40.657176,-73.839392,410,32,892,4293775,4140300006,Lindenwood-Howard Beach,"(40.657176, -73.839392)",11/01/2019
DISTRICT 2 PRE-K CENTER @ 606 WEST 57TH STREET - MANHATTAN,M,2,Lease,6592000,CAP,M444,606 WEST 57TH STREET,Manhattan,10019,MANHATTAN,40.770531,-73.991945,104,6,135,1090190,1011040031,Clinton,"(40.770531, -73.991945)",11/01/2019
P.S. 249 - BROOKLYN,K,17,LOW VOLTAGE ELECTRICAL/PLANYC CLIMATE CONTROL/PLANYC BOILER CONVERSION,7899616.91,CIP,K249,18 MARLBOROUGH ROAD,Brooklyn,11226,BROOKLYN,40.64971,-73.966046,314,40,506,3116438,3050750001,Flatbush,"(40.64971, -73.966046)",11/01/2019
P.S. 328 - BROOKLYN,K,19,ROOFS/PARAPETS/EXTERIOR MASONRY,3229700,CIP,K328,330 ALABAMA AVENUE,Brooklyn,11207,BROOKLYN,40.668167,-73.897835,305,42,1134,3084283,3037680001,East New York (Pennsylvania Ave),"(40.668167, -73.897835)",11/01/2019
I.S. 14 - BROOKLYN,K,22,WATER PENETRATION INTO BOILER ROOM/PLANYC BOILER CONVERSION/PLANYC CLIMATE CONTROL,8219000,CIP,K014,2424 BATCHELDER STREET,Brooklyn,11235,BROOKLYN,40.593521,-73.937672,315,48,596,3203617,3074240001,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,"(40.593521, -73.937672)",11/01/2019
3K CENTER @ 1939 WEST FARMS ROAD  - BRONX,X,12,Lease,8165000,CAP,X484,1939 WEST FARMS ROAD,Bronx,10460,BRONX,40.839162,-73.880594,206,17,359,2124285,2030160050,East Tremont,"(40.839162, -73.880594)",11/01/2019
P.S. 279 - BROOKLYN,K,18,FY19 RESO A PLAYGROUND,46000,CIP,K279,1070 EAST 104 STREET,Brooklyn,11236,BROOKLYN,40.644203,-73.892264,318,46,986,3326733,3082300001,Canarsie,"(40.644203, -73.892264)",11/01/2019
ALC - BROOKLYN CHOICES,K,32,EXTERIOR MASONRY/WINDOWS/PARAPETS/ROOFS,5947484,CIP,K799,271 MELROSE STREET,Brooklyn,11206,BROOKLYN,40.702083,-73.929647,304,34,425,3071962,3031570037,Bushwick South,"(40.702083, -73.929647)",11/01/2019
P.S. 21 - BRONX,X,11,ELECTRICAL WORK FOR A/C INITIATIVE,212475,CIP,X021,715 EAST 225 STREET,Bronx,10466,BRONX,40.887582,-73.859733,212,12,406,2063435,2048390039,Williamsbridge-Olinville,"(40.887582, -73.859733)",11/01/2019
P.S. 79 - QUEENS,Q,25,C OF O/EXTERIOR MASONRY/TCU REMOVAL/PLAYGROUND REDEVELOPMENT/LOW VOLTAGE ELECTRICAL SYSTEM/ELECTRICAL WORK FOR A/C INITIATIVE/ROOFS/PARAPETS,23648000,CIP,Q079,147-27 15 DRIVE,Queens,11357,QUEENS,40.785909,-73.818058,407,19,1039,4105232,4046470001,Whitestone,"(40.785909, -73.818058)",11/01/2019
P.S. 176 - QUEENS,Q,29,FY19 RESO A AUDITORIUM UPGRADE,73300,CIP,Q176,120-45 235 STREET,Queens,11411,QUEENS,40.685492,-73.729982,413,27,614,4276382,4128200001,Cambria Heights,"(40.685492, -73.729982)",11/01/2019
FIORELLO LAGUARDIA HS - MANHAT,M,3,IPDVS CAMERA INSTALLATION,351000,CIP,M485,100 AMSTERDAM AVENUE,Manhattan,10023,MANHATTAN,40.773629,-73.985273,107,6,151,1030341,1011560030,Lincoln Square,"(40.773629, -73.985273)",11/01/2019
Q004 SPED - QUEENS,Q,30,IPDVS CAMERA INSTALLATION,105592,CIP,Q667,24-30 SKILLMAN AVENUE,Queens,11101,QUEENS,40.742302,-73.945605,402,26,1,4000744,4001000001,Hunters Point-Sunnyside-West Maspeth,"(40.742302, -73.945605)",11/01/2019
I.S. 68 - BROOKLYN,K,18,ELECTRICAL WORK FOR A/C INITIATIVE/LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,298500,CIP,K068,956 EAST 82 STREET,Brooklyn,11236,BROOKLYN,40.635553,-73.91079,318,46,956,3224947,3080180001,Canarsie,"(40.635553, -73.91079)",11/01/2019
P.S. 121 - BROOKLYN,K,21,FY15 RESO A AIR CONDITIONING SPLIT SYSTEM,370000,CIP,K121,5301 20TH AVENUE,Brooklyn,11204,BROOKLYN,40.623273,-73.978822,312,44,464,3253281,3054951101,Borough Park,"(40.623273, -73.978822)",11/01/2019
EDWARD R. MURROW HS - K,K,21,ELECTRICAL WORK FOR A/C INITIATIVE,52000,CIP,K525,1600 AVENUE L,Brooklyn,11230,BROOKLYN,40.620525,-73.959285,314,44,768,3180673,3067340109,Midwood,"(40.620525, -73.959285)",11/01/2019
BROOKLYN TECH HS - K,K,13,SCIENCE LAB UPGRADE,1391600,CIP,K430,29 FT GREENE PLACE,Brooklyn,11217,BROOKLYN,40.688834,-73.976905,302,35,33,3058752,3020980013,Fort Greene,"(40.688834, -73.976905)",11/01/2019
P.S. 116 - MANHATTAN,M,2,BULGING WALLS AND RUSTED GRATING SUPPORTS,338900,CIP,M116,210 EAST 33 STREET,Manhattan,10016,MANHATTAN,40.744838,-73.978116,106,2,70,1020080,1009130007,Murray Hill-Kips Bay,"(40.744838, -73.978116)",11/01/2019
J.H.S. 158 - QUEENS,Q,26,ELECTRICAL WORK FOR A/C INITIATIVE/LOW VOLTAGE ELECTRICAL/LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,2066000,CIP,Q158,46-35 OCEANIA STREET,Queens,11361,QUEENS,40.756139,-73.772862,411,19,1447,4438325,4073120001,Bayside-Bayside Hills,"(40.756139, -73.772862)",11/01/2019
ALFRED E. SMITH HS - X,X,7,ROOM CONVERSION/UPGRADE PLUMBING SHOP-RM B-50 & ELE,9144400,CIP,X600,333 EAST 151 STREET,Bronx,10451,BRONX,40.818232,-73.919867,201,17,67,2001874,2024110022,Melrose South-Mott Haven North,"(40.818232, -73.919867)",11/01/2019
P.S. 145 - MANHATTAN,M,3,PLANYC BOILER CONVERSION/PLANYC CLIMATE CONTROL,3073000,CIP,M145,150 WEST 105 STREET,Manhattan,10025,MANHATTAN,40.799376,-73.965308,107,7,189,1076625,1018590001,Upper West Side,"(40.799376, -73.965308)",11/01/2019
P.S. 315 - BROOKLYN,K,22,FY18 RESO A AUDITORIUM  UPGRADE,53000,CIP,K152,725 EAST 23 STREET,Brooklyn,11210,BROOKLYN,40.632562,-73.954724,314,45,772,3205780,3075510026,Flatbush,"(40.632562, -73.954724)",11/01/2019
P.S. 122 - QUEENS,Q,30,FY18 RESO A CAFETERIA / MULTIPURPOSE ROOM UPGRADE,368000,CIP,Q122,21-21 DITMARS BLVD,Queens,11105,QUEENS,40.780347,-73.916655,401,22,103,4019633,4008800001,Steinway,"(40.780347, -73.916655)",11/01/2019
P.S. 192 - MANHATTAN,M,6,FY19 RESO A CAFETERIA / MULTIPURPOSE ROOM UPGRADE,27500,CIP,M192,500 WEST 138 STREET,Manhattan,10031,MANHATTAN,40.820953,-73.951145,109,7,22301,1084132,1019880166,Manhattanville,"(40.820953, -73.951145)",11/01/2019
P.S. 48 - BROOKLYN,K,20,FLOOD ELIMINATION/EXTERIOR MASONRY/WINDOWS,10800000,CIP,K048,6015 18 AVENUE,Brooklyn,11204,BROOKLYN,40.621871,-73.987396,312,44,244,3132140,3055190001,Borough Park,"(40.621871, -73.987396)",11/01/2019
LYFE PROGRAM,M,3,LYFE CENTER,2635000,CIP,M081,212 W 120TH ST,Manhattan,10027,MANHATTAN,40.806063,-73.95134,110,9,220,1058447,1019250019,Central Harlem South,"(40.806063, -73.95134)",11/01/2019
I.S. 75 - STATEN ISLAND,R,31,IPDVS CAMERA INSTALLATION,187180.51,CIP,R075,455 HUGUENOT AVENUE,Staten Island,10312,STATEN IS,40.54438,-74.197897,503,51,17010,5079651,5060500002,Arden Heights,"(40.54438, -74.197897)",11/01/2019
J.H.S. 237 - QUEENS,Q,25,FY16 RESO A SUPPLEMENTAL COOLING,980000,CIP,Q237,46-21 COLDEN STREET,Queens,11355,QUEENS,40.749545,-73.822073,407,20,845,4116436,4051470001,Flushing,"(40.749545, -73.822073)",11/01/2019
IT TAKES A VILLAGE ACADEMY - K,K,18,FLOOD ELIMINATION/ROOFS/PARAPETS/EXTERIOR MASONRY,25300000,CIP,K415,5800 TILDEN AVENUE,Brooklyn,11203,BROOKLYN,40.648657,-73.922171,317,45,936,3104598,3047420001,Rugby-Remsen Village,"(40.648657, -73.922171)",11/01/2019
THE URBAN ASSEMBLY BRONX ACADE,X,7,FLOOD ELIMINATION/PARAPETS/ROOFS/EXTERIOR MASONRY,5997000,CIP,X183,339 MORRIS AVENUE,Bronx,10451,BRONX,40.813641,-73.925313,201,8,51,2000957,2023330070,Mott Haven-Port Morris,"(40.813641, -73.925313)",11/01/2019
BAYSIDE HIGH SCHOOL - QUEENS,Q,26,FY18 RESO A GYMNASIUM UPGRADE,396476,CIP,Q405,32-24 CORPORAL KENNEDY STREET,Queens,11361,QUEENS,40.771755,-73.780296,411,19,1097,4134578,4060440001,Bayside-Bayside Hills,"(40.771755, -73.780296)",11/01/2019
I.S./J.H.S. 63 - STATEN ISLAND,R,31,FY19 RESO A AUDITORIUM UPGRADE,329000,CIP,R043,100 ESSEX DRIVE,Staten Island,10314,STATEN IS,40.581315,-74.158589,502,51,27702,5149609,5024500320,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,"(40.581315, -74.158589)",11/01/2019
P.S. 119 - BRONX,X,8,ELECTRICAL WORK FOR A/C INITIATIVE,210000,CIP,X125,1111 PUGSLEY AVENUE,Bronx,10472,BRONX,40.829232,-73.856734,209,18,4001,2025717,2037900040,Soundview-Bruckner,"(40.829232, -73.856734)",11/01/2019
